tp,xp,yp,area,aspect,angle,normalized_angle,rvec1_frame,rvec2_frame,rvec3_frame,tvec1_frame,tvec2_frame,tvec3_frame
57,1419.0,616.5,11971.0,1.009090909090909,1.2370686531066895,1.2370686531066895,3.0812978238954685,0.002157607202290877,0.10292332804095879,-77.15495545965355,84.10409578044138,216.25261921695918
85,1238.3337712357807,400.6497875177898,33493.0,1.2613636363636365,99.92823791503906,80.07176208496094,3.0810288953473384,0.0023174024508488163,0.10290456656556007,-77.16156539799984,84.12897670693951,216.2270302373631
86,476.0,826.5,11968.0,1.009090909090909,90.0,90.0,3.0810288953473384,0.002317402450848812,0.10290456656556003,-77.16156539799984,84.12897670693951,216.2270302373631
180,509.5,802.5,11859.0,1.0,90.0,90.0,3.0810946408342312,0.0022928149202590094,0.10290882373256871,-77.16058803326416,84.12222646602477,216.23181217643554
185,506.5,807.5,11859.0,1.0,90.0,90.0,3.0810946408342312,0.0022928149202590094,0.10290882373256871,-77.16058803326416,84.12222646602477,216.23181217643554
186,505.5,808.5,11859.0,1.0,90.0,90.0,3.0810300217731914,0.0022747410542107234,0.10277561398190993,-77.15141347850819,84.13136522577067,216.23404634476108
199,495.5,820.5,11859.0,1.0,90.0,90.0,3.0811542881955627,0.0022336063672740362,0.10303837114358476,-77.1657684680429,84.11699703181792,216.23132462790454
1687,1120.6033742396983,761.6662436820012,62256.0,1.0074906367041199,158.22775268554688,21.772247314453125,3.081133047803995,0.002356255449864248,0.10286681457990005,-77.16198295818376,84.11130632128496,216.2424029494303
1688,1120.0131126909532,761.1190424549143,62242.5,1.0074906367041199,150.8994598388672,29.100540161132812,3.081133047803995,0.002356255449864248,0.10286681457990005,-77.16198295818376,84.11130632128496,216.2424029494303
1689,1119.9951490340877,760.3901990688714,62290.0,1.0074906367041199,157.4354248046875,22.5645751953125,3.081133047803995,0.002356255449864248,0.10286681457990005,-77.16198295818376,84.11130632128496,216.2424029494303
1690,1119.9414540959658,759.6756698184387,62293.0,1.0074906367041199,155.5535125732422,24.446487426757812,3.081133047803995,0.002356255449864248,0.10286681457990005,-77.16198295818376,84.11130632128496,216.2424029494303
1691,1119.671536506463,759.1482687532836,62493.5,1.007462686567164,154.49029541015625,25.50970458984375,3.0812285588555794,0.0022779432305441963,0.1030512727239704,-77.16877598647865,84.10637450198746,216.23755876614229
1692,1119.184762485687,758.4956472652947,62298.0,1.0037313432835822,153.31582641601562,26.684173583984375,3.0811607422949465,0.0022478054403632782,0.10304592308036274,-77.16696427231832,84.1157197239988,216.2329320375605
