tp,xp,yp,area,aspect,angle,normalized_angle,rvec1_frame,rvec2_frame,rvec3_frame,tvec1_frame,tvec2_frame,tvec3_frame
86,1201.5,440.5,11651.0,1.0185185185185186,0.0,0.0,3.0902732285722703,-0.03303621512500259,0.31841575353039814,-76.46375425827286,79.65061580808573,215.35855162613424
86,580.0,406.0,21005.0,0.643979057591623,4.298129081726074,4.298129081726074,3.0902732285722703,-0.03303621512500259,0.31841575353039814,-76.46375425827286,79.65061580808573,215.35855162613424
1640,1131.9413612657847,763.609013333804,56660.5,0.9725490196078431,169.4547576904297,10.545242309570312,3.0998985911460215,-0.031171679236978327,0.3492454544949594,-78.4579574786491,78.12147285284361,214.75128710865607
1641,1131.442414072275,763.0870773533525,56612.5,0.9803149606299213,169.36911010742188,10.630889892578125,3.0998985911460215,-0.031171679236978327,0.3492454544949594,-78.4579574786491,78.12147285284361,214.75128710865607
1642,1131.3362053775945,762.4646280438383,56754.0,0.9764705882352941,167.11888122558594,12.881118774414062,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1643,1131.2940983019294,761.8338809559465,56760.5,0.9764705882352941,165.0697479248047,14.930252075195312,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1644,1131.0825859557365,761.3743557341851,56977.0,0.9765625,164.32431030273438,15.675689697265625,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1645,1131.4089378071988,761.3795488774474,57102.0,0.9803921568627451,163.85647583007812,16.143524169921875,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1646,1131.6895716962172,761.1251494907901,57556.5,0.9882352941176471,161.87527465820312,18.124725341796875,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1647,1131.1147661901318,760.1501767040983,57393.5,0.98046875,161.2161407470703,18.783859252929688,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1648,1130.8608621388453,759.5379451103005,57570.0,0.984375,162.2281036376953,17.771896362304688,3.0996859266423025,-0.031208591231513445,0.3492561647896675,-78.45557182987736,78.14386924583441,214.7310111591465
1649,1130.5619141560096,758.8363386228737,57787.0,0.9844357976653697,160.96054077148438,19.039459228515625,3.09978627052348,-0.031025383509184417,0.3493894817831512,-78.4733244390774,78.12653355881977,214.72877715103573
1650,1130.4660884147222,758.3822158614507,57645.0,0.98828125,160.8784637451172,19.121536254882812,3.09978627052348,-0.031025383509184417,0.3493894817831512,-78.4733244390774,78.12653355881977,214.72877715103573
1651,1130.4454641213222,757.8142735523713,57752.5,0.9844357976653697,158.6047821044922,21.395217895507812,3.09978627052348,-0.031025383509184417,0.3493894817831512,-78.4733244390774,78.12653355881977,214.72877715103573
1652,1130.2010458649331,756.9638743228602,57687.5,0.98828125,162.88250732421875,17.11749267578125,3.09978627052348,-0.031025383509184417,0.3493894817831512,-78.4733244390774,78.12653355881977,214.72877715103573
1653,1129.5272861997303,755.8042409822684,57581.0,0.98828125,160.06272888183594,19.937271118164062,3.099788425196535,-0.031045819991950958,0.34939687729729574,-78.47270404291527,78.12709159371322,214.7285692472636
1654,1129.2240218622942,755.3131692502078,57511.5,0.98828125,158.4120635986328,21.587936401367188,3.099788425196535,-0.031045819991950958,0.34939687729729574,-78.47270404291527,78.12709159371322,214.7285692472636
1655,1128.8050909554302,754.5345561125929,57546.5,0.9921875,160.2645721435547,19.735427856445312,3.0997675771632287,-0.031165833177387556,0.34940965967301063,-78.46733860095227,78.1307062679444,214.72859621242364
1656,1128.8810182175414,753.9856397809849,57682.5,0.9921875,160.35235595703125,19.64764404296875,3.0997675771632287,-0.031165833177387556,0.34940965967301063,-78.46733860095227,78.1307062679444,214.72859621242364
1657,1128.556604534121,753.47962409522,57887.0,0.9922178988326849,158.86387634277344,21.136123657226562,3.0997675771632287,-0.031165833177387556,0.34940965967301063,-78.46733860095227,78.1307062679444,214.72859621242364
1658,1128.4361160051128,752.6966697757971,57894.0,0.9922178988326849,161.0743865966797,18.925613403320312,3.0997675771632287,-0.031165833177387556,0.34940965967301063,-78.46733860095227,78.1307062679444,214.72859621242364
1659,1128.1008416926093,752.1049435028248,57820.0,1.0,158.194091796875,21.805908203125,3.0900516135495684,-0.03301664192512323,0.3183686550553394,-76.46129960684131,79.67229549208436,215.3444622822715
1660,1127.7595112652946,751.3428698312729,57795.5,0.99609375,161.51260375976562,18.487396240234375,3.0900516135495684,-0.03301664192512323,0.3183686550553394,-76.46129960684131,79.67229549208436,215.3444622822715
1661,1127.8019229385263,750.8717417274781,57897.5,0.9922178988326849,159.0724639892578,20.927536010742188,3.090120498035466,-0.033043374344433586,0.318379074150572,-76.46085051959962,79.66535137312734,215.3507032851327
1662,1127.2831458994526,749.9335932109839,57976.0,0.9961089494163424,160.9481658935547,19.051834106445312,3.0901316645418166,-0.03296241060136146,0.31850515017479303,-76.47236501279318,79.66289207367501,215.3399847244708
1663,1127.1284621699865,749.4902504717048,57857.5,1.0,161.03709411621094,18.962905883789062,3.0902005476336663,-0.03298913619749302,0.3185155632887149,-76.47191597202793,79.65594770585258,215.3462253602267
1664,1127.635456603341,749.3140004011575,58165.0,1.0038910505836576,161.94493103027344,18.055068969726562,3.0903765448969236,-0.032957932968806884,0.3182398261111408,-76.45826801762325,79.63764503978699,215.38316172349948
1665,1127.2737604724625,748.3517116467518,58248.0,1.0077821011673151,158.06210327148438,21.937896728515625,3.0903765448969236,-0.032957932968806884,0.3182398261111408,-76.45826801762325,79.63764503978699,215.38316172349948
1666,1127.125044026562,747.9512228646043,58203.5,1.01171875,159.5831298828125,20.4168701171875,3.090518112985349,-0.03303176424144284,0.318150391066797,-76.44965297840864,79.62536490219597,215.40172604731242
1667,1126.7520866753023,747.1064597576911,58286.5,1.015625,158.19808959960938,21.801910400390625,3.090518112985349,-0.03303176424144284,0.318150391066797,-76.44965297840864,79.62536490219597,215.40172604731242
1668,1125.2293820094808,745.794346167187,57660.0,0.9922178988326849,160.23757934570312,19.762420654296875,3.0903459277607674,-0.033071504895342,0.31825830844488096,-76.45342326848369,79.64196524905803,215.38183331054626
1669,1124.904182859775,745.1529694561993,57895.0,0.9922480620155039,157.22633361816406,22.773666381835938,3.0903459277607674,-0.033071504895342,0.31825830844488096,-76.45342326848369,79.64196524905803,215.38183331054626
1670,1125.6629076657891,745.1544906482347,58304.5,0.9961389961389961,159.15054321289062,20.849456787109375,3.090283629381377,-0.03313355213120147,0.3181513243721137,-76.4434103603226,79.65307598088965,215.38353933897366
1671,1125.347400280307,744.659489886874,58150.5,0.9961240310077519,157.34947204589844,22.650527954101562,3.090283629381377,-0.03313355213120147,0.3181513243721137,-76.4434103603226,79.65307598088965,215.38353933897366
1672,1124.4087767428925,743.6827202857544,58138.5,0.9922779922779923,160.40658569335938,19.593414306640625,3.090283629381377,-0.03313355213120147,0.3181513243721137,-76.4434103603226,79.65307598088965,215.38353933897366
1673,1124.349599580226,743.0062908770813,58126.5,0.9922779922779923,156.82508850097656,23.174911499023438,3.090283629381377,-0.03313355213120147,0.3181513243721137,-76.4434103603226,79.65307598088965,215.38353933897366
